;id;canal;texto;temas
282;283;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Dentro da linha que falaram, realmente, mil GCMs não servirá nem para uma subprefeitura, quem dirá para toda a São Paulo. Numa média que você faz, um distrito tem em torno de 140 policiais para 1 milhão de pessoas, não dá né, e para olhar as unidades básicas que estão com ausência, com carência de câmeras, como o colega falou, realmente tem que ter uma integração, não excepcionalmente ou exclusivamente para a CET, mas uma integração de sistemas inclusive com a polícia militar. Eu penso nisso, os piscinões, fazer piscinões de verdade e não piscininhas, pois tem locais que foram feitos piscinões que até hoje sofrem problemas nos corredores. Fazer corredor e não aquele negócio transversal, que isso a gente já fala, que o ônibus tem que atravessar a avenida para ir pro outro lado, faça corredores auxiliares que pegue as pessoas que vão entrar no outro corredor simples. 
Isso já foi discutido, essa questão dos córregos foi o que a colega falou aí né, não adianta você também só limpar, limpar e limpar. Falta orientação, falta dar estrutura para a população para que mantenha isso limpe, senão vai ficar igual o rio Tietê, que limpa, limpa e fica a mesma coisa. Iluminação pública tem que pensar nas árvores, não basta apenas colocar luzes, tem que fazer poda, porque tem muitos locais que estão iluminados. Você pega até o local aqui, estou na região da chácara Santo Antônio, consulado americano tem arvores gigantes que cobrem a iluminação, isso até coisa privada que poderia ser melhorada. E vários locais em São Paulo têm isso.
A ciclovia ciclo faixa como o colega falou também, vamos fazer ciclovia em local que tem ciclovia, não aqueles locais que passa um a cada 10 anos, e por fim os terminais, tomar cuidado com não colocar um terminal ao lado do outro, porque não seria eficaz. É isso, obrigado e boa tarde a todos.";['Segurança Urbana', 'Transportes e Mobilidade', 'Infraestrutura Urbana e Obras', 'Urbanismo e Licenciamento', 'Zeladoria Urbana e melhorias de bairro']
283;284;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Olá, boa tarde a todos. Eu sou o Rafael Calábria coordeno a área de mobilidade urbana do Idec né, além de munícipe e vou falar aqui em nome de Idec e um grupo de entidades de mobilidade que a gente tem acompanhado a  discussão do plano de metas inclusive, é uma campanha nas eleições na qual o prefeito eleito, o Bruno Covas assinou uma carta compromisso com essa rede entidade que inclui também a Rede Nossa São Paulo[, é, Ciclocidade, Cidade a pé, Greenpeace, bike zona sul entre outros, e tem uma carta proposta para colaborar né, com o grupo.
Inclusive em nome desse grupo de mobilidade de entidades queria convidar todo mundo tá ouvindo e talvez não consiga falar, a gente vai ter também uma reunião do conselho de transportes essa semana, para também debater com o secretário em mais profundidade que questões específicas de transporte coletivo, de pedestres, ciclistas, enfim, de mobilidade na cidade e convidar quem quiser acompanhar pela página mobsampa, que a gente criou para compartilhar a os debates do conselho.
É, sobre a questão das metas, a gente conversou já a oportunidade com o secretário Levy, que tá aqui na audiência também. Algumas falhas principais que a gente considera, é a criação de um fundo de transportes para que a cidade tenha recursos para avançar em algumas das metas como corredores, que estão listadas, reforma de calçadas né, ciclovias também para reduzir a tarifa, né, o fundo de transporte, uma necessidade pela crise que o setor vive hoje em todo o Brasil, segundo lugar queria colocar a necessidade de criar um setor dedicado a pauta dos pedestres, porque hoje ela é feita por várias secretarias, tem áreas em subprefeituras tem obras de Siurb, SP obras, e as obras são desconexas né, então na nossa visão a CET precisa ter um planejamento centralizado da pauta do pedestre.
Outro ponto importante que está faltando é um detalhamento das pautas dos ciclistas, tem a pauta de ciclovias, mas tem muita infraestrutura somada se colocar com bicicletários, bicicleta compartilhada e o programa SP Bike que também já foi aprovado pela Câmara. E por fim queria fazer um comentário de que as metas de mobilidade em geral, estão muito pouco detalhadas né, por exemplo, as metas de corredor de ônibus, está só o corredor não tenho etapas, não menciona participação social né, O corredor Aricanduva por exemplo, o contrato dele, prevê a instalação do CCO que é um elemento importante para o contrato de ônibus, que a cidade tem que é recente, então o CCO poderia ser uma etapa da meta do corredor Aricanduva, entre outras lá que a gente precisa detalhar mais e aponta aqui para o secretário, que a gente vai enviar como grupo de entidades com uma contribuição formal, organizada com todo esse debate acumulado, para ajudar Na formulação da Secretaria das próximas etapas do plano. Obrigado gente, boa audiência para todos.
";['Transportes e Mobilidade']
284;285;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Boa tarde a todos, é importante dizer que antes de mais nada sou munícipe e sou servidor da guarda civil metropolitana há 20 anos. E posso dizer com propriedade que a meta 27, ela precisa ser alterada, visto que mil GCMs são insuficientes para que possamos continuar atendendo as demandas da cidade de são Paulo.
É importante salientar que a falta de material humano traz muito prejuízo, visto que precisamos resgatar a essência da atividade vinda da gente que tem na cidade de São Paulo. Ações Sociais desempenhamos, como por exemplo, Criança Nossa Guarda o Educando a guarda ambiental precisam estar nas periferias, e para isso precisa do servidor ali para estar levando essas ações com foco na prevenção de todas as mazelas que passamos aqui nas periferias.
Precisamos resgatar o tratamento de aumento do efetivo, o policiamento de aproximação com a comunidade, visto que ao longo dos anos nós temos perdido a credibilidade junto aos munícipes e aos próprios municipais o qual atendemos oportunamente. Então volto a frisar, mil guardas é insuficiente e penso que no mínimo para começar é necessário a contratação de dois mil guardas para continuar executando as ações, e eu vejo, e eu sinto isso, que a população tem um grande apreço pela instituição, ao longo dos anos a guarda civil metropolitana foi se afastando das periferias, e é necessário esse resgate para que possamos continuar trazendo segurança e prevenção. Porque não podemos falar em segurança urbana sem ter a presença da guarda civil metropolitana.
Outro ponto muito importante que eu gostaria de colocar é o retorno das áreas de atuação das inspetorias dentro da divisão territorial das subprefeituras, isso traz um desgaste muito grande, tanto material humano como físico, onde nós temos aí uma área muito abrangente para poucos policiais com as suas viaturas, fazer o patrulhamento de deforma efetiva. Essa meta é muito importante para que possamos continuar desempenhando um bom trabalho e trazendo uma sensação de segurança para nossos munícipes. Gostaria de agradecer a participação e que possamos colocar em destaque todas essas metas com relação a segurança na pauta do governo. Muito obrigado e uma boa tarde a todos.
";['Segurança Urbana']
285;286;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Primeira coisa que eu vou falar é sobre a meta de calçadas. Se vocês trouxerem uma meta ao que a prefeitura executou em menos de dois anos na última gestão, que é 1 milhão e meio de metros de calçada. E a gente acredita que essa meta poderia ser ampliada para pelo menos 2 milhões de metros quadrados de calçada. Outra coisa importante é que na territorialização dessa meta sejam priorizados os centros de bairros periféricos, porque as áreas centrais da cidade muitas vezes são beneficiadas pelos programas, mesmos as operações urbanas, PIUs que podem viabilizar a requalificação de calçada, enquanto as áreas periféricas acabam tendo mais dificuldade para conseguir viabilizar do ponto de vista orçamentário. A outra coisa diz respeito a tarifa, porque essa é uma questão que não é abordada no sentido de como a prefeitura vai garantir a modicidade da tarifa dos ônibus, então é importante prever outras modalidades de arrecadação que sejam estabelecidos, porque todo ano a prefeitura vem com as mesmas planilhas e justificativas, e não são buscadas outras soluções que permitam manter a tarifa que já é muito alta dos ônibus, ou mesmo da ampliação de gratuidades que é tão importante. Principalmente para a gente ter um retorno para pessoas em vulnerabilidade. 
Outra coisa é a meta que coloca a frota de ônibus acessível e segura, enfim, ela foca em ar-condicionado e tomada para USB. Mais importante do que tudo isso gente, é garantir que esses veículos sejam acessíveis de fato, porque o que a gente mais tem dos veículos que circulam dentro dos bairros, são veículos com piso alto e que não são acessíveis para pessoas com vários tipos de cadeira de rodas. E é extremamente difícil o embarque para pessoas idosas, pessoas com dificuldade de locomoção, pessoas gestantes, e fim crianças. E a prefeitura usa sempre uma desculpa de que é um problema geográfico, no relevo, só que a gente precisa buscar outras plataformas desses veículos que já estão disponíveis para a gente ter algum vislumbre de que cem por cento da frota de ônibus municipais aceitam com piso baixo.
	Também reforço o pleito para se ter uma meta para que haja uma área responsável pela mobilidade a pé na cidade, para concentrar todos os investimentos relacionados a isso, e para que se aumente as metas relacionadas a corredores, faixas de ônibus e que seja prevista dentro das metas a mudança que vão acontecer na rede de ônibus, que vão exigir obras físicas nas áreas de transbordo. Isso precisa estar colocado porque a gente sabe que vai acontecer até o final dessa gestão, então nada mais justo que seja prevista no programa de metas.
";['Zeladoria Urbana e melhorias de bairro', 'Transportes e Mobilidade']
286;287;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Boa tarde, sou Alex Fernandes, sou presidente do CONSEG Parelheiros Marsilac, quero dar minha contribuição em relação à pauta, vou citar só alguns tópicos para não ser muito repetitivo.
O tópico da meta 27, a quantidade de GCMs, mil GCMs para o quadriênio, ele é insignificante e não atende as demandas da GCM e inclusive as demandas da população. Queria fazer alguns apontamentos sobre a necessidade do retorno da prioridade da guarda civil no policiamento escolar e policiamento comunitário. Também apontar a área de atuação sendo mais abrangente em relação a prefeitura, quando a guarda atende as áreas equivalentes aos batalhões da polícia militar. Isso dificulta o trabalho e atuação da GCM, sendo que os batalhões da polícia militar normalmente contam com algumas companhias além do batalhão, então para que a secretaria entenda e faça uma gestão um pouco mais aproximada para que retorne a área de atuação da subprefeitura. Também é necessário que façam a distribuição equivalente do efetivo da GCM em relação a extensão territorial tendo em vista que algumas áreas são territoriais mais extensas possuem um número menor perspectivo da GCM.
Outra pontuação que queria fazer, sendo em vista ser presidente do CONSEG de parelheiros, a adequação das viaturas da GCM em relação ao tipo de veículo, veículo de maior potencial, veículos 4x4 para atender essa demanda das áreas, porque existem viaturas que são mais urbanas e mais rurais, e as periferias são mais áreas rurais. Uma maior participação da GCM dentro das subprefeituras, e eu coloquei aqui, um maior aproveitamento tecnológico nas GCMs. E a importância da GCM nas políticas públicas, não somente na área da segurança, mas voltada para atuação das políticas públicas. Maior participação junto aos conselhos tutelares, aos conselhos de saúde, aos conselhos participativos, e uma atuação mais próxima junto ao CONSEG da GCM. São esses pontos, o principal seria o aumento do efetivo, que se estude e se viabilize o maior aumento do efetivo da GCM. Muito obrigado e uma boa tarde a todos.";['Segurança Urbana']
287;288;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Primeiro gostaria de ressoar a uma das últimas falas que eu consegui pegar que foi a da Ana Carolina, falando sobre acessibilidade nos ônibus. 
Além dos pisos baixos é importante que a frota tenha, pelo menos o programa de metas contenha uma normativa que vise universalizar a frota com câmbio automático, para o usuário de ônibus essa é outra questão que interfere muito na acessibilidade.
Outra questão que a gente considera importante é que os pontos de ônibus, eles sejam localizados em pontos estratégicos para que as pessoas façam os transbordos. Existe a previsão da implementação da nova rede, a gente não quando que vai acontecer, mas antes dela começar a ser implantada é necessário uma série de intervenções sobre o viário, sobre a localização, a qualidade dos abrigos, e isso precisa ser implementado antes de que as mudanças na nova rede sejam realizadas.
Outra questão que consideramos importante de ser tratada e não aparece no programa de metas, seria em relação, bom eu não me apresentei no início, eu vivo aqui na zona oeste de São Paulo e um ponto crítico dessa região é a Raposo de Tavares. Seria muito importante se houvesse a municipalização dessa rodovia já que ela está integrada ao tecido urbano e é pouco possível da prefeitura realizar intervenções sobre ela. Uma das propostas que a gente coloca seria que houvesse a implementação de faixas exclusivas de ônibus, mas isso só é possível a partir do momento que a rodovia é municipalizada. Inclusive esse é um dos motivos faz com que muitas das linhas que passam por essa via, fiquem com muito atraso, a gente vê atrasos de 40, 50 minutos em alguns casos em função da via. A única possibilidade que os moradores da região que fica totalmente travada nos momentos de pico, especialmente agora com esses empreendimentos cada vez mais frequentes que estão saindo no entorno dela. Então, a municipalização é uma outra questão que a gente gostaria que fosse tratada, não sei se no programa de metas, mas que a prefeitura também tivesse atenção a esse problema. É isso agradeço, muito obrigado e boa tarde.";['Transportes e Mobilidade']
288;289;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Eu sou Analista de Políticas Públicas na secretaria de segurança urbana, supervisionei e coordenei a elaboração das metas que foram submetidas a secretaria de governo, para integrarem o programa de metas. Eu queria só fazer algumas considerações, considerando a quantidade de participações que trataram, por exemplo, a meta de contratação de guardas primeiramente e depois a de proteção a mulheres vítimas de violência.
Em relação a meta 27, que trata da contratação dos guardas, de fato mil guardas, a contratação de só mil guardas não contempla a reposição do que a gente tem perdido de agentes nos últimos anos o que tem de perspectiva de aposentadorias por quadriênio, a gente tem uma estimativa de mais de 900 aposentadorias. Então esses mil guardas pouco ou mal iriam repor esse efetivo perdido.
O cálculo que a gente fez com a economia dessas aposentadorias, até porque são pessoas que estão se aposentando em níveis maiores da carreira, e, portanto, tem um salário que custa mais. A aposentadoria desses 900 e mais outros que a gente teve possibilitariam a contratação com economia para a prefeitura no quadriênio de mais pelo menos 1700 agentes, escalonados ao longo dos 4 anos sem que a gente tivesse que alterar o parâmetro atual da folha de pagamento da secretaria. Então sim é possível reenquadrar esse valor de mil para um valor maior de 1500 ou até 2 mil que pode ser tradado também como cadastro de reserva, até porque a gente tem um problema de permanência nas contratações da guarda. Desde que você faz concurso nem todo mundo que foi chamado fica muito tempo. Então você tem que ter um cadastro de reserva para poder ir repondo mesmo desses mil, quem entrou e saiu.
Em relação ao Guardiã Maria da Penha, na verdade a meta 29 de proteção, ela foi pensada na verdade como uma expansão dessa forma de proteção a pessoas vítimas de violência, para além dos limites Guardiã Maria da Penha. Porque a lei Guardiã Maria da Penha só protege quem tem medida protetiva pela lei guardiã Maria da Penha. Então a proposta na verdade da prefeitura, é expandir para além desse público, um público que a prefeitura seja capaz de identificar de forma proativa através dos serviços municipais como o pessoal já falou aqui da educação e da saúde. Essa preocupação já está implicada na meta. Acho que era isso, obrigado gente e bom debate.";['Segurança Urbana']
289;290;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Boa tarde a todos, sou inspetora de agrupamento da guarda civil, já aposentada hoje eu auxilio a secretaria Elsa nessa demanda de segurança urbana na cidade, que tanto faz uma coisa muito difícil na nossa vida, segurança é uma coisa complicada.
Eu gostaria de explanar sobre a questão do aumento do efetivo da guarda e sobre a necessidade de aumento do orçamento anual da secretaria de segurança urbana. A questão a ser destacada é que a GCM é o único órgão executor de segurança do município de São Paulo, e hoje não tem o valor, a guarda não tem o valor que ela merece, pois de todos os órgãos existentes, a GCM é o único órgão municipal que está 24 horas olhando a cidade, de forma geral e especial, porque nós contamos com 35 unidades regionais, 3 centralizadas e 4 unidades de defesa ambiental distribuído em toda a cidade de São Paulo. Contando hoje com pouco mais de 5900 guardas para realizar todas essas atividades que estão nas suas atribuições. Nunca chegamos a essa quantidade de efetivo, porque a GCM conta com servidores que nos últimos anos e no decorrer dos próximos vão se aposentar, e a média é essa que o Vinicius falou mesmo, vai chegar a quase mil e talvez passe disso, então mil homens como está no plano de metas não vai resolver o problema, nós vamos continuar com o mesmo problema.
Todas as secretarias municipais precisam do serviço da guarda, mas elas não fazem e ficam dependendo de empresas de vigilância, de outras forças de segurança do estado e esquecem que eles podem fortificar a guarda e a secretaria de segurança urbana. Para nós termos dentro do município, dentro da municipalidade tudo que a gente precisa para a segurança. É importante citar que a GCM permite hoje na fiscalização até 15 mil integrantes se a lei federal 13022 que é o estatuto das guardas, ela prevê que a guarda tenha até 0,2% da quantidade de habitantes da cidade. Então a guarda hoje poderia chegar a 24 mil, e nós teríamos uma cidade melhor, então se houver contratação de pelo menos 2 mil integrantes para a guarda, a cidade terá muito menos problemas, pois embora a prefeitura não, a GCM não seja valorizada da forma que deveria ela ainda entrega todo seu efetivo para isso, para a cidade, e eu acho que ela precisa ser valorizada e que a prefeitura precisa valorizar essa questão, eu agradeço a muito oportunidade.
";['Segurança Urbana']
290;291;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Obrigada! Boa tarde, eu sou conselheira de segurança alimentar na cidade de São Paulo, sou do fórum social da  Leopoldina e do fórum de mulheres da zona Oeste eu venho trazer algumas questões. Primeiro quero reforçar a fala do Evandro na questão do baixo investimento na GCM, na verdade, eu entendo que deva se aumentar o investimento em todas as áreas em todos os setores das políticas setoriais, nós temos um esvaziamento na SMADS,], nós temos esvaziamento em todas, eu sei que orçamento é pequeno, mas há meios da administração pública buscar reforçar esse orçamento e também do Rafael Calábria com relação que considera os conselhos, às políticas setoriais, todas, transporte, todas têm conselhos e tem planos e isso não foi citado no plano de metas e nem no orçamento.
Agora com relação a meta 27, na 29 que fala da questão das mulheres vítimas de violência, eu acho que esse aspecto importantíssimo de reforçar mas também, reforçar a capacitação dos guardas civis no trato da população vulnerabilizada então, na questão racial na questão de gênero, LGBTQI+, na questão da população de rua, que tem passado momentos muito difíceis no confronto com a guarda civil, no trato com moradias, desocupações na verdade, não deveriam ser desocupações nem, nem, é, é, tirar pessoas de moradias provisórias no momento como pandemia, mas tem acontecido e também mapear as ações de maior vulnerabilidade para ser reforço dessa guarda civil.
Com relação a São Paulo bem cuidada é importante na nossa ver as parcerias das subprefeituras e das diversas secretarias, no cuidado, é importante iluminação, mas há muitas comunidades que se dispõem a cuidar e utilizar os espaços públicos, espaços públicos bem cuidados, eles garantem maior segurança para a comunidade, isso garante maior segurança e uma cidade bonita também, a limpeza de córregos, é, eu vou primeiro para a meta 42.
Quando se fala do aquático da represa Billings que tem que se lembrar da questão da despoluição e da limpeza desse espaço, o entorno da represa Billings ele tem que ser cuidado nessas ocupações, verificar a possibilidade de tecnologias limpas, tecnologias ambientais para recuperação das áreas, recuperação dos córregos, é, melhor qualidade de vida das populações do entorno, inclusive dos pescadores, é, como é que chama, artesanais, que também existem. O tempo é pouco, mas a última meta que eu vou, é, importante também vincular questão de limpeza de córrego e enchentes tem a ver com programas de parque linear que também embelezam a cidade a mantém mais segura. Pronto, obrigada
";['Segurança Urbana', 'Habitação', 'Assistência Social', 'Meio Ambiente', 'Urbanismo e Licenciamento', 'Zeladoria Urbana e melhorias de bairro']
291;292;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Primeiramente, obrigado pelo espaço, uma boa tarde a todos, meus cumprimentos a todos, é, seguinte em relação à questão das faixas exclusivas que a prefeitura está no plano de metas entregar 50 km acredito que seja uma meta muito baixa, é, bem pequena, é, faixa exclusiva uma estrutura simples, mas que tem um ganho, uma eficiência muito alta, basicamente tinta e placa, então sabemos que São Paulo é uma cidade bem adensada, que não dá pra não dá para colocar corredores exclusivos à esquerda em todos os lugares então a faixa exclusiva é uma alternativa muito eficiente, muito eficaz, somente porque existem muitas vias em São Paulo que tem um grande tráfico de linhas de ônibus, passageiros [NÃO ENTENDIDO] também então, dá para fazer muito mais o que 50 km né, dá pra fazer muito mais.
Em relação à BRT da radial leste é uma obra importantíssima né, felizmente vai sair do papel, só que não ficou claro que tecnologia será utilizada né, que tipo de ônibus será utilizado, será o ônibus elétrico com bateria, será trólebus também, inclusive foi o meu trabalho de graduação da faculdade, eu fiz uma simulação como seria esse BRT radial leste operado com trólebus, eu até poderia disponibilizar né, eu sei que muita gente torce assim quando ouve falar em Trólebus torce o nariz, mas o veículo ele é eficiente, ele é viável, se modernizou, alguns veículos parte da frota possui bateria com autonomia para poder trafegar em trechos desconectados da rede aérea.
Recentemente, algumas semanas atrás, aconteceu isso com 2 linhas de trólebus, elas circulam por trechos sem estar conectado na rede aérea. Então é algo para ser pensado no corredor, não começar operando com ônibus diesel tecnologia comum. Em cima disso também, pensar em ampliar o sistema trólebus trechos onde a rede aérea é ociosa, nós sabemos que há vários locais aqui em São Paulo que poderiam ter linhas de Trólebus em relação à renovação da frota, a prefeitura fala em comprar 4000 ônibus, com tecnologia USB Wi-Fi etc.
Mas não fala a tecnologia desses ônibus, nós temos aí um plano de metas né de mudanças climáticas para renovar frota e trocar por veículos com tecnologia menos poluente, mas essa meta dos 4000 ônibus não fala nada a respeito qual tecnologia será, e sabemos se esses ônibus esses 4000 ônibus chegarem e forem trocados por ônibus comuns movidos a diesel considerando a vida útil de ônibus de 8 a 10 anos, então eles vão rodar em São Paulo até 2030 pelo menos, então já é preciso é na medida do possível já substituí por ônibus menos poluidores com bateria, trólebus, o hidrogênio, coisas do tipo e por fim em relação aos terminais de ônibus a prefeitura tem uma meta de entregar 45 terminais de ônibus só que pelo que eu vi nenhum na zona norte de São Paulo região que eu resido. A zona norte é uma região muito deficiente necessita de terminais de ônibus, é, porque infelizmente a prefeitura nos últimos anos decidiu seccionar muitas linhas de ônibus em Santana e é preciso redistribuir melhor essas linhas dar mais opções então com isso terminais em outros locais que não sejam Santana.
";['Transportes e Mobilidade']
292;293;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Boa tarde a todos sou Carlos Menniti, morador do bairro da Lapa, em relação às metas de 32 a 35, que são metas relacionadas basicamente a recuperação de vias públicas tapa buracos, recuperação de viadutos etc., a observação que faço em relação ao controle de qualidade dos serviços prestados pelas empresas, controle esse executado pela nossa fiscalização nas subprefeituras e na própria prefeitura.
Quando você abre um edital, por exemplo, de lojas de concreto armado para bocas de lobo, ali se evidenciam todas as características do material requisitado resistência do concreto à compressão, armadura dupla das ferragens, acabamentos das superfícies etc. No edital, quando temos entrega do material deveriam ser verificadas amostragem, se estão preenchidas condições de dimensão, acabamento, teoricamente neste momento também deveriam ser retiradas ao acaso qualquer peça que se julgasse conveniente nas quantidades que variam de acordo um pedido da prefeitura. Tudo isso ressalto às custas do às expensas do fornecedor e assim por diante de maneiras similares acontece com o recobrimento asfáltico das vias etc., também com suas regras de qualidade muito bem definidos pela prefeitura. 
Pela rápida análise que fiz parece um controle que devia ser feito é muito excessivo e acaba-se não fazendo praticamente nenhum, a não ser algo visual e um a contento por parte da fiscalização. Isso resulta muitas vezes um mau serviço prestado pela empresa e a obra se desfaz em poucos meses, minha proposta é primeiro, se revejam as exigências quanto aos testes de qualidade solicitados, se revejam essas amostragem de hoje que me parece um pouco exagerada em suas quantidades, mas uma vez redefinido que nós tivéssemos um controle de qualidade mais eficaz, inclusive esses resultados e testes de qualidades, no meu entender deveriam fazer parte do sistema eletrônico de informações, se vocês observarem atualmente os processos ali existem assinatura dos responsáveis por cada etapa da obra, desde geração da necessidade passando pelas Atas de recolhimento de preços, pregão eletrônico, autorização para a nota de empenho, etc., mas não consta a existência de nenhum teste de qualidade executado e assinado pelo responsável técnico da prefeitura.
Com essas revisões feitas e com uma maior razoabilidade senhores, estou seguro de que teríamos obras executadas com maior qualidade, resultando em muita economia para os cofres públicos, e tendo-se ao mesmo tempo uma São Paulo ainda mais bem cuidada. Muito obrigado até a audiência, daqui a pouco vamos ter mais, obrigado pelo tempo de fala aí.
";['Zeladoria Urbana e melhorias de bairro']
293;294;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Obrigada, obrigada a todos. Meu nome é Regina, eu sou aposentada da Guarda civil metropolitana prestei serviço a cidade de São Paulo durante 32 anos. É, eu quero falar especificamente da meta 27, que fala a respeito do contrato de 1000 guardas, é, nós sabemos que essa quantidade de servidores, é, ela não faz jus nem a reposição dos servidores que se aposentaram nos últimos anos.
Então, a minha proposta é que esse número seja aumentado para pelo menos para 2000 servidores, é, visando principalmente a reposição dos servidores que se aposentaram, lembrando que a lei 13.022 ela fala do estatuto das guardas municipais, é, e a guarda municipal ela, é, a guarda civil metropolitana de São Paulo, ela é o braço forte da prefeitura, ela é o único ente, é, dentro da prefeitura que atua em todas as secretarias municipais de São Paulo, então dizer que vai fazer a contratação de apenas 1000 guardas, é algo que a gente não consegue entender, porque isso não repõe o efetivo da guarda, um efetivo que já está, é, com a idade avançada, um efetivo já tem problemas de saúde, e, a gente tem que fazer a renovação desse efetivo pra continuar o trabalho que vem sendo, é realizado pela Secretaria de segurança Urbana e também pela guarda civil metropolitana de São Paulo. Então, é, eu acho que a economia com essas aposentadorias, ela faz com que, é, possamos pelo menos, é, fazer a contratação de mais 1700 GCMs, com essa economia, é, poderíamos repor esses servidores que foram aposentados, e, também, é, dar uma margem maior para que a guarda civil metropolitana que atua, novamente eu digo em todas as secretarias, que ela possa atuar de uma maneira melhor, é, garantindo a qualidade de vida dos seus servidores e garantindo um serviço melhor prestado à população.
Outra coisa que eu gostaria, é, de só apontar, é, que a guarda civil alguém eu não me lembro o nome da pessoa que fez, é, um o apontamento é referente ao trabalho da a guarda civil metropolitana, ela atua no apoio ao agente. Quem executa o trabalho, é o agente público nominado para isso, ou seja, se é uma reintegração de posse, são os agentes da prefeitura, se é um apoio a Secretaria municipal de Assistência Social, são um apoio a esses agentes, a guarda não retira absolutamente ninguém de lugar nenhum, que não seja no apoio a essas pessoas. É, essa é minha contribuição, obrigada eu agradeço ao tempo.
";['Segurança Urbana']
294;295;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Boa tarde, para reforçar a segurança pessoal, mas também a segurança diária, é, nós já tínhamos combinado com as administrações[NÃO ENTENDIDO] anteriores, que na nova rede de ônibus, os pontos de ônibus iriam para as esquinas, junto da faixa de pedestre, porque não é possível que as pessoas principalmente as mulheres, fiquem abandonada em ponto no meio do quarteirão, e, é, evitar mortes na travessia fora da faixa.
Outro ponto, é, é de que, todos os 4000 novos ônibus sejam de piso baixo, para assegurar acessibilidade, para as pessoas com deficiência, mas também para os idosos, não é possível que a gente suba, tenha aqui subir 45 cm, tá? É, com referência a segurança viária, todas as ocorrências ocorrem no território da cidade toda, precisaria aqui, há, a CET atuasse em cada jet, sobre cada ocorrência, para verificar e providenciar a prevenção para não repetição dos mesmos casos, nas mesmas condições em toda a região, é. Um ponto junto, é, fortalecendo a iniciativa FEM, do ponto 37 é de que o tempo de espera de pedestre no semáforo, não deve ser maior do que o dos veículos motorizados porque as pessoas tendem a atravessar no vermelho, então devia ser no mínimo igual. 
Outro ponto de segurança, é, que foi positivo a diminuição da velocidade, nas 24 vias para 40 por hora, mais as faixas junto, adjacente as faixas de, as ciclofaixas e nas ciclorotas, tem uma velocidade reduzida para 30 km por hora para evitar problemas de acidentes. É, a prefeitura também precisaria aplicar a lei 15.442 de 2011 para que cada um cuide da sua calçada e não fique a cidade como está hoje, obrigado.
";['Zeladoria Urbana e melhorias de bairro', 'Transportes e Mobilidade']
295;296;Audiência Temática 2 (SP Ágil  + SP  Segura e Bem Cuidada);"Boa tarde, eu gostaria de cumprimentar a todos, é, eu sou servidora pública municipal há 30 anos. Quero falar especificamente com relação à contratação, é, do efetivo da guarda civil metropolitana também concordo com a companheira que, se posicionou que é aposentada, este número de 1000 GCMs, ele não contempla nem a substituição de todo o efetivo que, hoje já foi aposentado ou que se encontra em afastamentos diversos, dada a dificuldade da profissão, né? E além disso, o mais importante que muitas vezes o orçamento não contempla, é a Infraestrutura necessária para a boa, efetiva, é, e qualificada prestação de serviços com relação a todo esse contingente, principalmente nas franjas e periferias da cidade, que muitas vezes a gente se depara com  problemas de quebra de viatura, falta de combustível, como foi colocado, é, e muitas vezes a infraestrutura na mobilidade, a GCM as áreas de GCM muitas vezes, não tem um computador ou acesso à internet, é, e isso dificulta muitíssimo a agilidade que se espera.
Com relação à mobilidade, hoje a gente tem um sistema, é, que concorre, né? É, isso a gente já há muito, é, investe-se muito muitas vezes, é, em tecnologias de mobilidade que o mundo entende como obsoleto no transporte de grandes fluxos, é, um exemplo que se dá no plano de metas total você não tem, é, a utilização que hoje é o metrô, e trens né? Investe muito pouco para o transporte de grande massa, então eu trabalho há muitos anos na Cidade Tiradentes, e aí você colocar, por exemplo, ainda, sistemas de mobilidade, é, que você não tem o transporte efetivo de grande massa, é, é só dar paliativo ao grande o problema que lá existe, obrigada.
";['Segurança Urbana', 'Transportes e Mobilidade']
